image_path,predict,category_id
VQIS_POR_TEST/003350_B_SAM.JPG,정상,10
VQIS_POR_TEST/002570_B_SAM.JPG,정상,10
VQIS_POR_TEST/003092_F_SAM.jpg,정상,10
VQIS_POR_TEST/003160_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002291_B_SAM.JPG,정상,10
VQIS_POR_TEST/002811_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/002919_F_SAM.jpg,정상,10
VQIS_POR_TEST/000576_F_SAM.jpg,정상,10
VQIS_POR_TEST/003149_F_SAM.jpg,정상,10
VQIS_POR_TEST/000469_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/002841_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000710_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001237_F_SAM.jpg,정상,10
VQIS_POR_TEST/002441_B_SAM.JPG,정상,10
VQIS_POR_TEST/000593_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001162_F_SAM.jpg,정상,10
VQIS_POR_TEST/001723_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001530_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/000587_F_SAM.jpg,배꼽,2
VQIS_POR_TEST/001277_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001883_F_SAM.jpg,정상,10
VQIS_POR_TEST/001448_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002460_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002056_B_SAM.JPG,정상,10
VQIS_POR_TEST/001841_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001598_B_SAM.JPG,정상,10
VQIS_POR_TEST/003610_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002310_B_SAM.JPG,정상,10
VQIS_POR_TEST/003543_B_SAM.JPG,정상,10
VQIS_POR_TEST/003441_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000449_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001241_B_SAM.JPG,정상,10
VQIS_POR_TEST/003322_F_SAM.jpg,정상,10
VQIS_POR_TEST/002877_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003142_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/001524_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002987_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001519_B_SAM.JPG,정상,10
VQIS_POR_TEST/002843_B_SAM.JPG,정상,10
VQIS_POR_TEST/003046_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002963_F_SAM.jpg,정상,10
VQIS_POR_TEST/000655_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/002244_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/003082_B_SAM.JPG,정상,10
VQIS_POR_TEST/001743_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003005_F_SAM.jpg,정상,10
VQIS_POR_TEST/002788_B_SAM.JPG,정상,10
VQIS_POR_TEST/002665_F_SAM.jpg,정상,10
VQIS_POR_TEST/001656_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001737_F_SAM.jpg,정상,10
VQIS_POR_TEST/002109_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/001665_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000437_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003534_B_SAM.JPG,정상,10
VQIS_POR_TEST/003139_B_SAM.JPG,정상,10
VQIS_POR_TEST/001861_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000799_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003576_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002491_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001688_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003547_F_SAM.jpg,정상,10
VQIS_POR_TEST/001265_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002382_B_SAM.JPG,정상,10
VQIS_POR_TEST/002023_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002269_F_SAM.jpg,정상,10
VQIS_POR_TEST/002424_F_SAM.jpg,정상,10
VQIS_POR_TEST/001417_F_SAM.jpg,정상,10
VQIS_POR_TEST/000415_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002352_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/000942_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000385_F_SAM.jpg,정상,10
VQIS_POR_TEST/001574_F_SAM.jpg,정상,10
VQIS_POR_TEST/002595_F_SAM.jpg,정상,10
VQIS_POR_TEST/001720_F_SAM.jpg,정상,10
VQIS_POR_TEST/001417_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001804_B_SAM.JPG,정상,10
VQIS_POR_TEST/001477_F_SAM.jpg,골절C,6
VQIS_POR_TEST/002230_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002725_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002272_B_SAM.JPG,정상,10
VQIS_POR_TEST/002419_F_SAM.jpg,정상,10
VQIS_POR_TEST/003101_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002797_B_SAM.JPG,정상,10
VQIS_POR_TEST/000881_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001776_F_SAM.jpg,정상,10
VQIS_POR_TEST/002909_B_SAM.JPG,정상,10
VQIS_POR_TEST/001143_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002976_F_SAM.jpg,정상,10
VQIS_POR_TEST/002011_B_SAM.JPG,정상,10
VQIS_POR_TEST/002704_F_SAM.jpg,정상,10
VQIS_POR_TEST/000642_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001070_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/002017_F_SAM.jpg,정상,10
VQIS_POR_TEST/000503_F_SAM.jpg,정상,10
VQIS_POR_TEST/003248_F_SAM.jpg,정상,10
VQIS_POR_TEST/003025_B_SAM.JPG,정상,10
VQIS_POR_TEST/002927_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002447_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003398_F_SAM.jpg,정상,10
VQIS_POR_TEST/001891_B_SAM.JPG,정상,10
VQIS_POR_TEST/001625_F_SAM.jpg,정상,10
VQIS_POR_TEST/003209_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002798_F_SAM.jpg,정상,10
VQIS_POR_TEST/002450_F_SAM.jpg,정상,10
VQIS_POR_TEST/003561_B_SAM.JPG,정상,10
VQIS_POR_TEST/002016_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003200_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001808_B_SAM.JPG,정상,10
VQIS_POR_TEST/003088_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003251_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001839_F_SAM.jpg,정상,10
VQIS_POR_TEST/001469_F_SAM.jpg,정상,10
VQIS_POR_TEST/002104_B_SAM.JPG,정상,10
VQIS_POR_TEST/003233_F_SAM.jpg,정상,10
VQIS_POR_TEST/001785_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002907_B_SAM.JPG,정상,10
VQIS_POR_TEST/003371_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003195_B_SAM.JPG,정상,10
VQIS_POR_TEST/003431_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001934_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000693_F_SAM.jpg,정상,10
VQIS_POR_TEST/001343_B_SAM.JPG,정상,10
VQIS_POR_TEST/002480_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/000686_F_SAM.jpg,골절C,6
VQIS_POR_TEST/001517_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003058_F_SAM.jpg,피부손상S,5
VQIS_POR_TEST/001392_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001523_F_SAM.jpg,정상,10
VQIS_POR_TEST/002046_F_SAM.jpg,정상,10
VQIS_POR_TEST/001330_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000941_F_SAM.jpg,정상,10
VQIS_POR_TEST/002711_B_SAM.JPG,정상,10
VQIS_POR_TEST/002119_B_SAM.JPG,정상,10
VQIS_POR_TEST/003520_B_SAM.JPG,정상,10
VQIS_POR_TEST/003503_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/000647_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002270_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002519_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002086_B_SAM.JPG,정상,10
VQIS_POR_TEST/001284_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001556_F_SAM.jpg,정상,10
VQIS_POR_TEST/002598_B_SAM.JPG,정상,10
VQIS_POR_TEST/000764_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002781_F_SAM.jpg,골절C,6
VQIS_POR_TEST/001103_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/002695_B_SAM.JPG,정상,10
VQIS_POR_TEST/003494_B_SAM.JPG,정상,10
VQIS_POR_TEST/001501_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002490_F_SAM.jpg,정상,10
VQIS_POR_TEST/003422_B_SAM.JPG,정상,10
VQIS_POR_TEST/002482_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002106_F_SAM.jpg,정상,10
VQIS_POR_TEST/001252_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003125_F_SAM.jpg,정상,10
VQIS_POR_TEST/002633_F_SAM.jpg,정상,10
VQIS_POR_TEST/001338_B_SAM.JPG,정상,10
VQIS_POR_TEST/003245_B_SAM.JPG,정상,10
VQIS_POR_TEST/002262_B_SAM.JPG,정상,10
VQIS_POR_TEST/003122_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002096_B_SAM.JPG,정상,10
VQIS_POR_TEST/003443_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/000394_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002740_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002729_B_SAM.JPG,정상,10
VQIS_POR_TEST/001866_B_SAM.JPG,정상,10
VQIS_POR_TEST/003335_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002204_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002436_F_SAM.jpg,정상,10
VQIS_POR_TEST/002786_B_SAM.JPG,정상,10
VQIS_POR_TEST/002354_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003050_F_SAM.jpg,정상,10
VQIS_POR_TEST/002430_F_SAM.jpg,정상,10
VQIS_POR_TEST/003370_B_SAM.JPG,정상,10
VQIS_POR_TEST/001729_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003568_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001234_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002018_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002264_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002500_F_SAM.jpg,정상,10
VQIS_POR_TEST/001736_F_SAM.jpg,정상,10
VQIS_POR_TEST/002376_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002257_B_SAM.JPG,정상,10
VQIS_POR_TEST/001227_F_SAM.jpg,골절C,6
VQIS_POR_TEST/003570_B_SAM.JPG,정상,10
VQIS_POR_TEST/001364_B_SAM.JPG,정상,10
VQIS_POR_TEST/002224_F_SAM.jpg,정상,10
VQIS_POR_TEST/002026_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003401_F_SAM.jpg,정상,10
VQIS_POR_TEST/003129_F_SAM.jpg,정상,10
VQIS_POR_TEST/002115_B_SAM.JPG,정상,10
VQIS_POR_TEST/002408_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001121_F_SAM.jpg,정상,10
VQIS_POR_TEST/001954_B_SAM.JPG,정상,10
VQIS_POR_TEST/003071_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/000544_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001839_B_SAM.JPG,정상,10
VQIS_POR_TEST/003416_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001510_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002645_B_SAM.JPG,정상,10
VQIS_POR_TEST/002883_F_SAM.jpg,정상,10
VQIS_POR_TEST/000794_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000508_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000840_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001372_F_SAM.jpg,정상,10
VQIS_POR_TEST/002191_B_SAM.JPG,정상,10
VQIS_POR_TEST/003008_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002825_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002005_F_SAM.jpg,정상,10
VQIS_POR_TEST/002295_F_SAM.jpg,정상,10
VQIS_POR_TEST/001768_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002542_F_SAM.jpg,정상,10
VQIS_POR_TEST/003051_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001528_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001232_B_SAM.JPG,정상,10
VQIS_POR_TEST/003591_F_SAM.jpg,정상,10
VQIS_POR_TEST/002703_F_SAM.jpg,정상,10
VQIS_POR_TEST/003421_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001928_F_SAM.jpg,정상,10
VQIS_POR_TEST/002167_F_SAM.jpg,정상,10
VQIS_POR_TEST/002484_F_SAM.jpg,정상,10
VQIS_POR_TEST/002901_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001830_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003464_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001920_F_SAM.jpg,정상,10
VQIS_POR_TEST/003362_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001321_B_SAM.JPG,정상,10
VQIS_POR_TEST/003090_B_SAM.JPG,정상,10
VQIS_POR_TEST/001426_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/000908_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/001741_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002052_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001311_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002814_F_SAM.jpg,정상,10
VQIS_POR_TEST/001648_B_SAM.JPG,정상,10
VQIS_POR_TEST/001999_F_SAM.jpg,정상,10
VQIS_POR_TEST/003144_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001328_B_SAM.JPG,정상,10
VQIS_POR_TEST/001748_B_SAM.JPG,정상,10
VQIS_POR_TEST/002256_F_SAM.jpg,정상,10
VQIS_POR_TEST/001382_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003429_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/003357_B_SAM.JPG,정상,10
VQIS_POR_TEST/002929_B_SAM.JPG,정상,10
VQIS_POR_TEST/002140_F_SAM.jpg,골절C,6
VQIS_POR_TEST/003534_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/002374_B_SAM.JPG,정상,10
VQIS_POR_TEST/001799_B_SAM.JPG,정상,10
VQIS_POR_TEST/003499_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/000760_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001951_F_SAM.jpg,피부손상S,5
VQIS_POR_TEST/003326_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003473_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002057_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003344_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001345_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/001634_B_SAM.JPG,정상,10
VQIS_POR_TEST/003477_B_SAM.JPG,정상,10
VQIS_POR_TEST/002208_B_SAM.JPG,정상,10
VQIS_POR_TEST/002030_F_SAM.jpg,정상,10
VQIS_POR_TEST/001751_B_SAM.JPG,정상,10
VQIS_POR_TEST/003387_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002231_F_SAM.jpg,정상,10
VQIS_POR_TEST/003042_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/003221_F_SAM.jpg,정상,10
VQIS_POR_TEST/002543_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002915_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001752_F_SAM.jpg,정상,10
VQIS_POR_TEST/002427_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002348_B_SAM.JPG,정상,10
VQIS_POR_TEST/003579_B_SAM.JPG,정상,10
VQIS_POR_TEST/002689_F_SAM.jpg,골절C,6
VQIS_POR_TEST/001330_B_SAM.JPG,정상,10
VQIS_POR_TEST/000569_F_SAM.jpg,정상,10
VQIS_POR_TEST/002433_F_SAM.jpg,정상,10
VQIS_POR_TEST/003151_F_SAM.jpg,정상,10
VQIS_POR_TEST/003558_B_SAM.JPG,정상,10
VQIS_POR_TEST/002594_F_SAM.jpg,정상,10
VQIS_POR_TEST/001495_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002591_F_SAM.jpg,정상,10
VQIS_POR_TEST/002562_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001587_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001457_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002364_B_SAM.JPG,정상,10
VQIS_POR_TEST/000484_F_SAM.jpg,정상,10
VQIS_POR_TEST/003140_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002128_B_SAM.JPG,정상,10
VQIS_POR_TEST/003486_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002669_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001676_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001726_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/002229_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001977_B_SAM.JPG,정상,10
VQIS_POR_TEST/003026_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002778_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002351_F_SAM.jpg,정상,10
VQIS_POR_TEST/002789_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003386_F_SAM.jpg,정상,10
VQIS_POR_TEST/000634_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001752_B_SAM.JPG,정상,10
VQIS_POR_TEST/001427_F_SAM.jpg,정상,10
VQIS_POR_TEST/001858_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001885_F_SAM.jpg,정상,10
VQIS_POR_TEST/002876_F_SAM.jpg,정상,10
VQIS_POR_TEST/001250_F_SAM.jpg,정상,10
VQIS_POR_TEST/001128_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/001981_B_SAM.JPG,정상,10
VQIS_POR_TEST/002411_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002528_F_SAM.jpg,정상,10
VQIS_POR_TEST/001496_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001601_B_SAM.JPG,정상,10
VQIS_POR_TEST/003265_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/000687_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003466_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/001032_F_SAM.jpg,정상,10
VQIS_POR_TEST/001096_F_SAM.jpg,정상,10
VQIS_POR_TEST/003226_B_SAM.JPG,정상,10
VQIS_POR_TEST/001514_F_SAM.jpg,정상,10
VQIS_POR_TEST/002953_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002428_B_SAM.JPG,정상,10
VQIS_POR_TEST/001525_B_SAM.JPG,정상,10
VQIS_POR_TEST/002487_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001958_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/000432_F_SAM.jpg,정상,10
VQIS_POR_TEST/002908_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/003035_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003030_F_SAM.jpg,정상,10
VQIS_POR_TEST/002307_F_SAM.jpg,정상,10
VQIS_POR_TEST/001744_F_SAM.jpg,정상,10
VQIS_POR_TEST/003591_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002572_B_SAM.JPG,정상,10
VQIS_POR_TEST/001356_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002569_F_SAM.jpg,정상,10
VQIS_POR_TEST/002532_B_SAM.JPG,정상,10
VQIS_POR_TEST/001362_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/001445_F_SAM.jpg,정상,10
VQIS_POR_TEST/001358_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002820_B_SAM.JPG,정상,10
VQIS_POR_TEST/003500_F_SAM.jpg,정상,10
VQIS_POR_TEST/003550_B_SAM.JPG,정상,10
VQIS_POR_TEST/001982_B_SAM.JPG,정상,10
VQIS_POR_TEST/001742_F_SAM.jpg,정상,10
VQIS_POR_TEST/001191_F_SAM.jpg,정상,10
VQIS_POR_TEST/003033_B_SAM.JPG,정상,10
VQIS_POR_TEST/002193_B_SAM.JPG,정상,10
VQIS_POR_TEST/000843_F_SAM.jpg,정상,10
VQIS_POR_TEST/003234_F_SAM.jpg,정상,10
VQIS_POR_TEST/001247_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/002551_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001700_B_SAM.JPG,정상,10
VQIS_POR_TEST/001305_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002875_B_SAM.JPG,정상,10
VQIS_POR_TEST/001271_F_SAM.jpg,다리멍,9
VQIS_POR_TEST/002062_F_SAM.jpg,정상,10
VQIS_POR_TEST/001361_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001299_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002221_F_SAM.jpg,정상,10
VQIS_POR_TEST/001446_B_SAM.JPG,정상,10
VQIS_POR_TEST/000778_F_SAM.jpg,정상,10
VQIS_POR_TEST/002275_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002048_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/003539_F_SAM.jpg,정상,10
VQIS_POR_TEST/001706_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001255_B_SAM.JPG,정상,10
VQIS_POR_TEST/001619_F_SAM.jpg,정상,10
VQIS_POR_TEST/002003_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003152_F_SAM.jpg,정상,10
VQIS_POR_TEST/002423_F_SAM.jpg,정상,10
VQIS_POR_TEST/002986_B_SAM.JPG,정상,10
VQIS_POR_TEST/003181_B_SAM.JPG,정상,10
VQIS_POR_TEST/003210_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001568_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001145_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001686_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001974_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001604_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002171_B_SAM.JPG,정상,10
VQIS_POR_TEST/002279_F_SAM.jpg,가슴멍,7
VQIS_POR_TEST/003029_F_SAM.jpg,정상,10
VQIS_POR_TEST/002505_F_SAM.jpg,정상,10
VQIS_POR_TEST/002028_F_SAM.jpg,정상,10
VQIS_POR_TEST/001641_F_SAM.jpg,정상,10
VQIS_POR_TEST/002854_F_SAM.jpg,정상,10
VQIS_POR_TEST/002589_F_SAM.jpg,정상,10
VQIS_POR_TEST/001373_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003044_B_SAM.JPG,정상,10
VQIS_POR_TEST/001108_F_SAM.jpg,정상,10
VQIS_POR_TEST/002851_B_SAM.JPG,정상,10
VQIS_POR_TEST/001660_B_SAM.JPG,정상,10
VQIS_POR_TEST/003177_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002331_F_SAM.jpg,정상,10
VQIS_POR_TEST/002609_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/002443_B_SAM.JPG,피부손상C,4
VQIS_POR_TEST/001671_F_SAM.jpg,정상,10
VQIS_POR_TEST/003249_F_SAM.jpg,정상,10
VQIS_POR_TEST/000917_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/003076_F_SAM.jpg,정상,10
VQIS_POR_TEST/002512_F_SAM.jpg,정상,10
VQIS_POR_TEST/000920_F_SAM.jpg,정상,10
VQIS_POR_TEST/001495_B_SAM.JPG,정상,10
VQIS_POR_TEST/002753_B_SAM.JPG,피부손상F,3
VQIS_POR_TEST/002628_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/000384_F_SAM.jpg,정상,10
VQIS_POR_TEST/003036_F_SAM.jpg,날개멍,8
VQIS_POR_TEST/001380_F_SAM.jpg,날개멍,8
