image_path,정상,홍계,배꼽,피부손상F,피부손상C,피부손상S,골절C,가슴멍,날개멍,다리멍
VQIS_POR_TEST/001910_F_SAM.jpg,0.015730,0.000149,0.001718,0.000117,0.000194,0.000265,0.000031,0.030479,0.879961,0.000701
VQIS_POR_TEST/003186_F_SAM.jpg,0.141479,0.000016,0.020961,0.000149,0.000142,0.000078,0.000730,0.000170,0.469361,0.263835
VQIS_POR_TEST/003337_B_SAM.JPG,0.012392,0.000847,0.005385,0.000002,0.726321,0.000396,0.000058,0.000095,0.002610,0.000060
VQIS_POR_TEST/001501_F_SAM.jpg,0.321324,0.000412,0.003344,0.000074,0.000046,0.000056,0.000078,0.000398,0.913693,0.224011
VQIS_POR_TEST/000388_F_SAM.jpg,0.000072,0.000005,0.005147,0.000043,0.000077,0.001936,0.000937,0.000519,0.880196,0.443294
VQIS_POR_TEST/002206_F_SAM.jpg,0.000000,0.000008,0.008672,0.000028,0.000108,0.000722,0.000324,0.004607,0.996420,0.197290
VQIS_POR_TEST/003001_F_SAM.jpg,0.017891,0.000009,0.008545,0.000067,0.000068,0.002682,0.000630,0.000952,0.850915,0.001841
VQIS_POR_TEST/001375_B_SAM.JPG,0.770234,0.000445,0.001744,0.000635,0.343038,0.000091,0.000045,0.000180,0.000650,0.000030
VQIS_POR_TEST/001798_B_SAM.JPG,0.999622,0.000402,0.000289,0.000053,0.248306,0.000134,0.000025,0.000274,0.001533,0.000080
VQIS_POR_TEST/001506_F_SAM.jpg,0.001608,0.000001,0.018769,0.000271,0.000191,0.000001,0.000390,0.001988,0.970352,0.329794
VQIS_POR_TEST/002893_F_SAM.jpg,0.000019,0.000006,0.011080,0.000778,0.000074,0.000560,0.000070,0.001185,0.994019,0.002645
VQIS_POR_TEST/001702_F_SAM.jpg,0.006390,0.000003,0.006040,0.000335,0.000104,0.007068,0.046013,0.006427,0.505405,0.032798
VQIS_POR_TEST/003257_B_SAM.JPG,0.999942,0.000159,0.000671,0.000040,0.344634,0.000106,0.000031,0.000564,0.002903,0.000048
VQIS_POR_TEST/003199_B_SAM.JPG,0.996113,0.000393,0.000873,0.000006,0.300703,0.000102,0.000057,0.000448,0.002287,0.000148
VQIS_POR_TEST/001925_F_SAM.jpg,0.014237,0.000008,0.032364,0.000165,0.000082,0.000175,0.000072,0.000797,0.939949,0.000231
VQIS_POR_TEST/002956_F_SAM.jpg,0.146157,0.000011,0.002010,0.000355,0.000431,0.006268,0.001611,0.000084,0.812365,0.003158
VQIS_POR_TEST/001212_F_SAM.jpg,0.447302,0.000002,0.013972,0.000315,0.000077,0.001631,0.000106,0.000363,0.872535,0.000756
VQIS_POR_TEST/003159_B_SAM.JPG,0.960443,0.000481,0.002001,0.001035,0.547320,0.000112,0.000026,0.000206,0.001352,0.000059
VQIS_POR_TEST/002826_B_SAM.JPG,0.401123,0.000158,0.000232,0.000014,0.459163,0.000796,0.000042,0.000243,0.001454,0.000279
VQIS_POR_TEST/003257_F_SAM.jpg,0.000482,0.000008,0.015916,0.000091,0.000231,0.000016,0.000090,0.001281,0.991583,0.004482
VQIS_POR_TEST/002946_B_SAM.JPG,0.004965,0.000154,0.000804,0.000006,0.453066,0.000470,0.000088,0.000043,0.001140,0.000114
VQIS_POR_TEST/002071_F_SAM.jpg,0.001325,0.001335,0.012586,0.000139,0.000215,0.000049,0.000260,0.378600,0.972896,0.061292
VQIS_POR_TEST/002168_F_SAM.jpg,0.001565,0.000015,0.002694,0.000055,0.000145,0.000071,0.001526,0.000646,0.785927,0.978304
VQIS_POR_TEST/002715_F_SAM.jpg,0.000007,0.000048,0.017705,0.000078,0.000036,0.001003,0.000212,0.000663,0.998012,0.000065
VQIS_POR_TEST/002935_F_SAM.jpg,0.116127,0.000008,0.002732,0.000169,0.000131,0.000774,0.000448,0.001186,0.787629,0.006502
VQIS_POR_TEST/001558_F_SAM.jpg,0.010197,0.000017,0.006130,0.000193,0.000202,0.000001,0.026617,0.001063,0.935774,0.027063
VQIS_POR_TEST/002990_F_SAM.jpg,0.002082,0.000001,0.027331,0.000025,0.000037,0.000009,0.000813,0.612193,0.975924,0.000197
VQIS_POR_TEST/001047_F_SAM.jpg,0.009312,0.000002,0.007097,0.000051,0.000218,0.000003,0.000047,0.000906,0.630370,0.000668
VQIS_POR_TEST/002329_B_SAM.JPG,0.027941,0.000441,0.014972,0.000370,0.919242,0.000099,0.000028,0.000139,0.000814,0.000096
VQIS_POR_TEST/002644_F_SAM.jpg,0.000074,0.000540,0.003158,0.000146,0.000094,0.000007,0.000100,0.000675,0.998122,0.002126
VQIS_POR_TEST/002252_F_SAM.jpg,0.000559,0.000010,0.001274,0.000084,0.000199,0.000022,0.000017,0.000891,0.988860,0.851789
VQIS_POR_TEST/003350_B_SAM.JPG,0.999493,0.000217,0.000320,0.003175,0.220337,0.000873,0.000061,0.000146,0.000772,0.000119
VQIS_POR_TEST/002570_B_SAM.JPG,0.997257,0.000927,0.000536,0.000042,0.291336,0.000104,0.000044,0.000233,0.001753,0.000131
VQIS_POR_TEST/003092_F_SAM.jpg,0.002034,0.000001,0.030655,0.000066,0.000063,0.015245,0.000443,0.000217,0.944934,0.000156
VQIS_POR_TEST/003160_B_SAM.JPG,0.000321,0.000145,0.000199,0.999977,0.560802,0.002047,0.000029,0.000117,0.000452,0.000457
VQIS_POR_TEST/002291_B_SAM.JPG,0.996259,0.000205,0.000206,0.000104,0.405921,0.000104,0.000054,0.000116,0.000277,0.000079
VQIS_POR_TEST/002811_F_SAM.jpg,0.000000,0.985568,0.006946,0.000173,0.000200,0.000403,0.000519,0.983718,0.995608,0.341740
VQIS_POR_TEST/002919_F_SAM.jpg,0.186202,0.000016,0.005810,0.000150,0.000067,0.000151,0.000192,0.000279,0.837846,0.029157
VQIS_POR_TEST/000576_F_SAM.jpg,0.851857,0.000013,0.071548,0.000152,0.000186,0.001080,0.000010,0.001487,0.694573,0.000364
VQIS_POR_TEST/003149_F_SAM.jpg,0.317163,0.000001,0.016755,0.000420,0.000180,0.000037,0.000100,0.000190,0.446250,0.000756
VQIS_POR_TEST/000469_F_SAM.jpg,0.000000,0.006668,0.033022,0.000460,0.000008,0.000022,0.000177,0.962618,0.997811,0.003007
VQIS_POR_TEST/002841_F_SAM.jpg,0.000006,0.000014,0.003543,0.000143,0.000124,0.000069,0.000059,0.009891,0.996005,0.000684
VQIS_POR_TEST/000710_F_SAM.jpg,0.000395,0.000017,0.027001,0.000075,0.000044,0.000017,0.000100,0.002307,0.985542,0.007386
VQIS_POR_TEST/001237_F_SAM.jpg,0.139450,0.000001,0.006302,0.000074,0.000052,0.000022,0.000084,0.000448,0.772427,0.010066
VQIS_POR_TEST/002441_B_SAM.JPG,0.956425,0.000456,0.000597,0.000008,0.287695,0.000079,0.000043,0.000396,0.000846,0.000096
VQIS_POR_TEST/000593_F_SAM.jpg,0.003536,0.000012,0.014704,0.000087,0.000182,0.000140,0.000222,0.000809,0.997321,0.003230
VQIS_POR_TEST/001162_F_SAM.jpg,0.001119,0.000057,0.003617,0.000101,0.000165,0.001380,0.000563,0.000339,0.968222,0.152237
VQIS_POR_TEST/001723_B_SAM.JPG,0.836975,0.000234,0.095921,0.000027,0.462126,0.000095,0.000021,0.000322,0.000805,0.000054
VQIS_POR_TEST/001530_B_SAM.JPG,0.104533,0.000325,0.000548,0.802536,0.524129,0.000025,0.000050,0.000298,0.000364,0.000074
VQIS_POR_TEST/000587_F_SAM.jpg,0.001243,0.000109,0.524813,0.000131,0.000042,0.000249,0.000103,0.985765,0.885053,0.034299
VQIS_POR_TEST/001277_F_SAM.jpg,0.000401,0.000008,0.007822,0.000221,0.000046,0.000070,0.000110,0.001023,0.936799,0.004499
VQIS_POR_TEST/001883_F_SAM.jpg,0.000178,0.000022,0.513960,0.000122,0.000009,0.000137,0.000132,0.507621,0.991881,0.014344
VQIS_POR_TEST/001448_B_SAM.JPG,0.263984,0.000411,0.000806,0.000001,0.772980,0.000153,0.000039,0.000563,0.000381,0.000088
VQIS_POR_TEST/002460_B_SAM.JPG,0.011512,0.000561,0.000712,0.000036,0.613466,0.000141,0.000055,0.000139,0.001568,0.000066
VQIS_POR_TEST/002056_B_SAM.JPG,0.992943,0.000155,0.000414,0.000123,0.214468,0.000123,0.000064,0.000049,0.000278,0.000166
VQIS_POR_TEST/001841_F_SAM.jpg,0.000008,0.000001,0.038223,0.000129,0.000109,0.000029,0.000205,0.000322,0.991612,0.030936
VQIS_POR_TEST/001598_B_SAM.JPG,0.166183,0.000294,0.000513,0.000014,0.289254,0.000041,0.000028,0.000183,0.000875,0.000034
VQIS_POR_TEST/003610_B_SAM.JPG,0.407945,0.000577,0.000405,0.000005,0.578051,0.000082,0.000026,0.000157,0.000409,0.000065
VQIS_POR_TEST/002310_B_SAM.JPG,0.843988,0.000279,0.001391,0.000087,0.247168,0.000079,0.000029,0.000186,0.001902,0.000050
VQIS_POR_TEST/003543_B_SAM.JPG,0.927271,0.000440,0.000627,0.000167,0.551440,0.000105,0.000159,0.000445,0.002693,0.000112
VQIS_POR_TEST/003441_F_SAM.jpg,0.013557,0.000004,0.003435,0.000553,0.000056,0.000133,0.004653,0.000319,0.981254,0.002090
VQIS_POR_TEST/000449_F_SAM.jpg,0.024172,0.000069,0.020402,0.000069,0.000285,0.000119,0.000257,0.000513,0.835019,0.003106
VQIS_POR_TEST/001241_B_SAM.JPG,0.989220,0.000220,0.002419,0.000001,0.182740,0.000111,0.000042,0.000191,0.000631,0.000132
VQIS_POR_TEST/003322_F_SAM.jpg,0.026883,0.000002,0.005342,0.000042,0.000058,0.000007,0.000012,0.000454,0.957478,0.000286
VQIS_POR_TEST/002877_F_SAM.jpg,0.004839,0.000022,0.003048,0.000156,0.000106,0.000001,0.001233,0.000899,0.985793,0.499380
VQIS_POR_TEST/003142_F_SAM.jpg,0.027989,0.000150,0.004469,0.000290,0.000217,0.001470,0.000479,0.000293,0.756113,0.703951
VQIS_POR_TEST/001524_B_SAM.JPG,0.136867,0.000383,0.001153,0.000023,0.679873,0.000201,0.000076,0.000402,0.002807,0.000323
VQIS_POR_TEST/002987_B_SAM.JPG,0.008606,0.000109,0.000205,0.073064,0.480533,0.000647,0.000036,0.000230,0.000750,0.000477
VQIS_POR_TEST/001519_B_SAM.JPG,0.999195,0.000211,0.002884,0.000000,0.177154,0.000080,0.000034,0.000169,0.000897,0.000053
VQIS_POR_TEST/002843_B_SAM.JPG,0.235473,0.007840,0.000112,0.052755,0.556157,0.000087,0.000026,0.000081,0.000233,0.000082
VQIS_POR_TEST/003046_F_SAM.jpg,0.000090,0.000047,0.001201,0.000096,0.000125,0.000427,0.000105,0.000886,0.996014,0.001509
VQIS_POR_TEST/002963_F_SAM.jpg,0.007761,0.000002,0.005768,0.000058,0.000086,0.000004,0.000529,0.000413,0.906749,0.003651
VQIS_POR_TEST/000655_F_SAM.jpg,0.361391,0.000193,0.003314,0.000076,0.000114,0.002726,0.000135,0.006830,0.977701,0.081860
VQIS_POR_TEST/002244_B_SAM.JPG,0.000232,0.000480,0.000704,0.998923,0.713761,0.000138,0.000031,0.000259,0.000469,0.000172
VQIS_POR_TEST/003082_B_SAM.JPG,0.994835,0.000274,0.001138,0.000032,0.178371,0.000111,0.000055,0.000166,0.001202,0.000089
VQIS_POR_TEST/001743_F_SAM.jpg,0.000064,0.003483,0.001861,0.000218,0.000263,0.038963,0.000054,0.001120,0.974902,0.092824
VQIS_POR_TEST/003005_F_SAM.jpg,0.467739,0.000012,0.005525,0.000131,0.000296,0.000126,0.000559,0.001498,0.584152,0.000676
VQIS_POR_TEST/002788_B_SAM.JPG,0.440281,0.000440,0.000113,0.000032,0.664168,0.002639,0.000067,0.000232,0.000973,0.000342
VQIS_POR_TEST/002665_F_SAM.jpg,0.001132,0.000002,0.070967,0.000173,0.000049,0.000366,0.000343,0.000066,0.965427,0.000031
VQIS_POR_TEST/001656_B_SAM.JPG,0.001482,0.000167,0.000634,0.098714,0.908997,0.000039,0.000071,0.000123,0.000417,0.000234
VQIS_POR_TEST/001737_F_SAM.jpg,0.025143,0.000010,0.001836,0.000084,0.000096,0.000015,0.000337,0.001588,0.988656,0.000964
VQIS_POR_TEST/002109_F_SAM.jpg,0.034581,0.000022,0.004466,0.000139,0.000145,0.159950,0.000791,0.000497,0.953937,0.682319
VQIS_POR_TEST/001665_F_SAM.jpg,0.000974,0.000001,0.011723,0.000088,0.000281,0.000012,0.001989,0.000343,0.871159,0.007548
VQIS_POR_TEST/000437_F_SAM.jpg,0.000003,0.000010,0.004298,0.000151,0.000041,0.001928,0.000210,0.000764,0.998277,0.006762
VQIS_POR_TEST/003534_B_SAM.JPG,0.981860,0.000133,0.000331,0.000009,0.246945,0.000148,0.000076,0.000116,0.002156,0.000288
VQIS_POR_TEST/003139_B_SAM.JPG,0.999665,0.000226,0.000499,0.000014,0.177426,0.000071,0.000067,0.000310,0.002079,0.000100
VQIS_POR_TEST/001861_F_SAM.jpg,0.000305,0.000003,0.018016,0.000089,0.000063,0.000007,0.000318,0.000819,0.992303,0.003421
VQIS_POR_TEST/000799_F_SAM.jpg,0.114659,0.000006,0.001667,0.000178,0.000141,0.000611,0.000021,0.001521,0.952433,0.058217
VQIS_POR_TEST/003576_F_SAM.jpg,0.000020,0.000006,0.020173,0.000091,0.000063,0.000001,0.000104,0.003249,0.980997,0.991744
VQIS_POR_TEST/002491_B_SAM.JPG,0.423882,0.000218,0.001225,0.999992,0.286975,0.000181,0.000018,0.000282,0.000583,0.000136
VQIS_POR_TEST/001688_F_SAM.jpg,0.000110,0.000007,0.006962,0.000047,0.000071,0.000222,0.000076,0.003714,0.999423,0.003312
VQIS_POR_TEST/003547_F_SAM.jpg,0.000402,0.000380,0.006356,0.000063,0.000059,0.000023,0.000046,0.002101,0.988078,0.003218
VQIS_POR_TEST/001265_B_SAM.JPG,0.576762,0.000208,0.004439,0.418775,0.207271,0.000038,0.000090,0.000208,0.000534,0.000136
VQIS_POR_TEST/002382_B_SAM.JPG,0.970932,0.000264,0.000816,0.000070,0.305880,0.000094,0.000048,0.000209,0.000842,0.000125
VQIS_POR_TEST/002023_B_SAM.JPG,0.087387,0.000279,0.007258,0.000002,0.459688,0.000068,0.000093,0.000318,0.002894,0.000381
VQIS_POR_TEST/002269_F_SAM.jpg,0.026442,0.000217,0.003169,0.000213,0.000224,0.000008,0.000454,0.002192,0.802747,0.030048
VQIS_POR_TEST/002424_F_SAM.jpg,0.040604,0.000001,0.004758,0.000047,0.000069,0.000107,0.000311,0.000523,0.637315,0.000305
VQIS_POR_TEST/001417_F_SAM.jpg,0.735281,0.000004,0.015874,0.000127,0.000159,0.000250,0.000637,0.000100,0.707737,0.634881
VQIS_POR_TEST/000415_F_SAM.jpg,0.010376,0.002771,0.002956,0.000123,0.000354,0.000003,0.000049,0.001176,0.992289,0.002779
VQIS_POR_TEST/002352_F_SAM.jpg,0.000817,0.000066,0.003196,0.000052,0.000114,0.000005,0.000315,0.360511,0.996014,0.876817
VQIS_POR_TEST/000942_F_SAM.jpg,0.007660,0.000025,0.007628,0.000129,0.000073,0.000010,0.000149,0.000180,0.947383,0.000401
VQIS_POR_TEST/000385_F_SAM.jpg,0.024457,0.000032,0.008989,0.000080,0.000254,0.000052,0.000394,0.000312,0.838528,0.000174
VQIS_POR_TEST/001574_F_SAM.jpg,0.010634,0.000039,0.003390,0.000056,0.000248,0.000048,0.000269,0.001046,0.972879,0.948651
VQIS_POR_TEST/002595_F_SAM.jpg,0.005187,0.000050,0.002528,0.000058,0.000119,0.000009,0.000076,0.000527,0.990464,0.001789
VQIS_POR_TEST/001720_F_SAM.jpg,0.000602,0.000003,0.030258,0.000400,0.000091,0.000010,0.002975,0.000965,0.904315,0.000221
VQIS_POR_TEST/001417_B_SAM.JPG,0.029770,0.000126,0.000581,0.020164,0.619106,0.000566,0.000036,0.000107,0.000548,0.000256
VQIS_POR_TEST/001804_B_SAM.JPG,0.968913,0.000224,0.000539,0.110768,0.349735,0.000103,0.000024,0.000158,0.000782,0.000143
VQIS_POR_TEST/001477_F_SAM.jpg,0.000033,0.000006,0.013913,0.000246,0.000112,0.000063,0.999865,0.756182,0.990464,0.172145
VQIS_POR_TEST/002230_F_SAM.jpg,0.000006,0.000027,0.003222,0.000097,0.000167,0.000043,0.000254,0.002649,0.998732,0.124092
VQIS_POR_TEST/002725_F_SAM.jpg,0.016488,0.000158,0.004165,0.000042,0.000033,0.004729,0.000669,0.001285,0.994998,0.000486
VQIS_POR_TEST/002272_B_SAM.JPG,0.999951,0.000138,0.003286,0.000081,0.118169,0.000072,0.000082,0.000473,0.007673,0.000259
VQIS_POR_TEST/002419_F_SAM.jpg,0.000129,0.000043,0.005321,0.000164,0.000227,0.000350,0.000075,0.000350,0.994742,0.000569
VQIS_POR_TEST/003101_B_SAM.JPG,0.973213,0.000188,0.000649,0.000001,0.255134,0.000056,0.000044,0.000295,0.002081,0.000124
VQIS_POR_TEST/002797_B_SAM.JPG,0.996403,0.000171,0.001793,0.003125,0.267133,0.000177,0.000058,0.000109,0.001480,0.000481
VQIS_POR_TEST/000881_F_SAM.jpg,0.002208,0.000010,0.004598,0.000083,0.000131,0.000409,0.000040,0.000957,0.973070,0.002791
VQIS_POR_TEST/001776_F_SAM.jpg,0.000938,0.000012,0.008933,0.000213,0.000160,0.000017,0.000041,0.000744,0.986001,0.000462
VQIS_POR_TEST/002909_B_SAM.JPG,0.846195,0.000130,0.000371,0.143808,0.400881,0.000376,0.000079,0.000144,0.001029,0.000363
VQIS_POR_TEST/001143_F_SAM.jpg,0.000277,0.001509,0.003455,0.000133,0.000055,0.000181,0.001460,0.001840,0.994090,0.001764
VQIS_POR_TEST/002976_F_SAM.jpg,0.000410,0.000179,0.004275,0.000202,0.000063,0.000246,0.000595,0.001056,0.985137,0.408215
VQIS_POR_TEST/002011_B_SAM.JPG,0.008323,0.000219,0.004957,0.000008,0.614845,0.000092,0.000083,0.000062,0.002580,0.000186
VQIS_POR_TEST/002704_F_SAM.jpg,0.322001,0.000010,0.004548,0.000330,0.000067,0.000151,0.000161,0.000077,0.813347,0.006216
VQIS_POR_TEST/000642_F_SAM.jpg,0.007029,0.000006,0.004965,0.000305,0.000311,0.000714,0.000049,0.000170,0.975338,0.000624
VQIS_POR_TEST/001070_F_SAM.jpg,0.495384,0.000016,0.017450,0.000117,0.000119,0.000001,0.000036,0.000353,0.449249,0.079560
VQIS_POR_TEST/002017_F_SAM.jpg,0.060672,0.000001,0.030067,0.000045,0.000127,0.000069,0.000277,0.000184,0.857959,0.003344
VQIS_POR_TEST/000503_F_SAM.jpg,0.000627,0.000075,0.033950,0.000277,0.000176,0.000003,0.009255,0.000806,0.973486,0.000212
VQIS_POR_TEST/003248_F_SAM.jpg,0.770418,0.000049,0.004379,0.000093,0.000023,0.001260,0.000752,0.000737,0.741712,0.001124
VQIS_POR_TEST/003025_B_SAM.JPG,0.933408,0.000151,0.000721,0.000011,0.303899,0.001277,0.000063,0.000382,0.003207,0.001063
VQIS_POR_TEST/002927_B_SAM.JPG,0.014427,0.000223,0.003059,0.993832,0.731979,0.001049,0.000056,0.000098,0.000675,0.000146
VQIS_POR_TEST/002447_F_SAM.jpg,0.010697,0.000037,0.006338,0.000142,0.000120,0.000013,0.420714,0.000434,0.995779,0.000335
VQIS_POR_TEST/003398_F_SAM.jpg,0.801864,0.000016,0.006270,0.000163,0.000195,0.000026,0.000305,0.000369,0.639038,0.000978
VQIS_POR_TEST/001891_B_SAM.JPG,0.851414,0.000212,0.000755,0.002328,0.253907,0.000152,0.000063,0.000359,0.001623,0.000259
VQIS_POR_TEST/001625_F_SAM.jpg,0.030811,0.000001,0.007980,0.000054,0.000172,0.000001,0.000915,0.000351,0.914189,0.069346
VQIS_POR_TEST/003209_B_SAM.JPG,0.068552,0.000419,0.001001,0.971233,0.513257,0.000016,0.000043,0.000428,0.000865,0.000401
VQIS_POR_TEST/002798_F_SAM.jpg,0.555176,0.000002,0.003077,0.000355,0.000206,0.000216,0.000388,0.000697,0.516834,0.055448
VQIS_POR_TEST/002450_F_SAM.jpg,0.005323,0.000000,0.010476,0.000584,0.000169,0.001409,0.001583,0.004954,0.929817,0.000135
VQIS_POR_TEST/003561_B_SAM.JPG,0.918846,0.000102,0.000537,0.000096,0.210406,0.000449,0.000060,0.000365,0.001917,0.000500
VQIS_POR_TEST/002016_F_SAM.jpg,0.000022,0.002645,0.002747,0.000113,0.000181,0.000367,0.000120,0.000218,0.996761,0.000167
VQIS_POR_TEST/003200_F_SAM.jpg,0.002089,0.000066,0.003752,0.000100,0.000371,0.000094,0.000164,0.000565,0.962694,0.593001
VQIS_POR_TEST/001808_B_SAM.JPG,0.845126,0.000104,0.000782,0.000024,0.314157,0.000288,0.000051,0.000066,0.000715,0.000204
VQIS_POR_TEST/003088_B_SAM.JPG,0.010739,0.000172,0.000326,0.002169,0.689285,0.000197,0.000057,0.000052,0.003104,0.000315
VQIS_POR_TEST/003251_F_SAM.jpg,0.005074,0.000049,0.002151,0.000068,0.000203,0.001837,0.000231,0.001112,0.948829,0.001286
VQIS_POR_TEST/001839_F_SAM.jpg,0.708993,0.000202,0.945224,0.000173,0.000186,0.000744,0.000074,0.007199,0.492074,0.061661
VQIS_POR_TEST/001469_F_SAM.jpg,0.280689,0.000001,0.012726,0.000148,0.000258,0.000046,0.000084,0.000368,0.541715,0.000884
VQIS_POR_TEST/002104_B_SAM.JPG,0.995892,0.000237,0.000570,0.004520,0.283388,0.000019,0.000056,0.000204,0.001180,0.000105
VQIS_POR_TEST/003233_F_SAM.jpg,0.017443,0.002407,0.003843,0.000156,0.000300,0.000013,0.000022,0.000368,0.967733,0.007235
VQIS_POR_TEST/001785_F_SAM.jpg,0.002613,0.000006,0.004303,0.000152,0.000105,0.001280,0.000026,0.000609,0.754060,0.059612
VQIS_POR_TEST/002907_B_SAM.JPG,0.999108,0.000266,0.000460,0.000004,0.206656,0.000336,0.000222,0.000622,0.007262,0.000653
VQIS_POR_TEST/003371_F_SAM.jpg,0.000000,0.000052,0.003274,0.000067,0.000171,0.000260,0.000399,0.000601,0.999861,0.000227
VQIS_POR_TEST/003195_B_SAM.JPG,0.968003,0.000405,0.001019,0.000459,0.261983,0.000068,0.000044,0.000569,0.002360,0.000226
VQIS_POR_TEST/003431_F_SAM.jpg,0.008710,0.000066,0.003222,0.000142,0.000203,0.000397,0.000045,0.000264,0.992743,0.033333
VQIS_POR_TEST/001934_F_SAM.jpg,0.001008,0.001780,0.004650,0.000088,0.000160,0.000239,0.001728,0.000494,0.998167,0.002546
VQIS_POR_TEST/000693_F_SAM.jpg,0.540905,0.000004,0.007565,0.000177,0.000197,0.003344,0.000014,0.000197,0.504757,0.006731
VQIS_POR_TEST/001343_B_SAM.JPG,0.766080,0.000318,0.001872,0.000229,0.421382,0.000103,0.000020,0.000187,0.000350,0.000048
VQIS_POR_TEST/002480_F_SAM.jpg,0.001543,0.000095,0.003659,0.000122,0.000440,0.000096,0.000358,0.001177,0.876014,0.895889
VQIS_POR_TEST/000686_F_SAM.jpg,0.000150,0.000017,0.010239,0.000052,0.000196,0.000033,0.999175,0.059651,0.988936,0.004100
VQIS_POR_TEST/001517_F_SAM.jpg,0.000006,0.000012,0.005753,0.000676,0.000249,0.000009,0.000503,0.002595,0.942709,0.607527
VQIS_POR_TEST/003058_F_SAM.jpg,0.000000,0.001444,0.002467,0.000060,0.000005,0.999912,0.000753,0.002899,0.990376,0.038146
VQIS_POR_TEST/001392_F_SAM.jpg,0.175094,0.000035,0.040973,0.000378,0.000189,0.000000,0.001046,0.000072,0.914027,0.000519
VQIS_POR_TEST/001523_F_SAM.jpg,0.016007,0.000006,0.005505,0.000066,0.000239,0.000042,0.000053,0.000766,0.913196,0.000201
VQIS_POR_TEST/002046_F_SAM.jpg,0.399655,0.000020,0.004504,0.000041,0.000093,0.000051,0.000243,0.000660,0.361141,0.022102
VQIS_POR_TEST/001330_F_SAM.jpg,0.000004,0.000001,0.043737,0.000010,0.000030,0.000056,0.000386,0.000563,0.998551,0.001317
VQIS_POR_TEST/000941_F_SAM.jpg,0.235506,0.000002,0.047516,0.000152,0.000071,0.000041,0.000526,0.002789,0.633041,0.016965
VQIS_POR_TEST/002711_B_SAM.JPG,0.960030,0.000152,0.000739,0.000026,0.309711,0.000234,0.000060,0.000380,0.003466,0.000063
VQIS_POR_TEST/002119_B_SAM.JPG,0.986118,0.000292,0.000830,0.000064,0.130471,0.000216,0.000054,0.000385,0.003239,0.000658
VQIS_POR_TEST/003520_B_SAM.JPG,0.937050,0.000265,0.000830,0.000152,0.437615,0.000084,0.000032,0.000274,0.000531,0.000059
VQIS_POR_TEST/003503_B_SAM.JPG,0.997784,0.000240,0.000746,0.003336,0.238141,0.000337,0.000073,0.000384,0.012883,0.000440
VQIS_POR_TEST/000647_F_SAM.jpg,0.421501,0.000007,0.012902,0.000277,0.000111,0.000010,0.001282,0.000224,0.412052,0.003581
VQIS_POR_TEST/002270_F_SAM.jpg,0.000086,0.000525,0.002361,0.000059,0.000248,0.039274,0.000043,0.296514,0.998071,0.014541
VQIS_POR_TEST/002519_F_SAM.jpg,0.000136,0.001669,0.003826,0.000123,0.000296,0.001777,0.000438,0.002176,0.995451,0.004616
VQIS_POR_TEST/002086_B_SAM.JPG,0.158981,0.000523,0.001563,0.000005,0.493404,0.000150,0.000045,0.000063,0.001094,0.000522
VQIS_POR_TEST/001284_F_SAM.jpg,0.000004,0.000006,0.002993,0.000049,0.000046,0.082778,0.000255,0.000399,0.999305,0.016212
VQIS_POR_TEST/001556_F_SAM.jpg,0.052583,0.000003,0.009198,0.000246,0.000091,0.000011,0.000595,0.001166,0.716087,0.000340
